sample,lambda_1,lambda_2,lambda_3,KS
45,0.3804862261749804,0.01807313715107739,1.2218011957593262,1.620360559085384
46,0.38003329327329993,0.004002466797828674,1.4545928947627544,1.838628654833883
47,0.3926469082944095,0.02283216337673366,0.7476908622775227,1.1631699339486659
48,0.4104967506136745,0.019489523954689503,0.889171211514622,1.319157486082986
49,0.40203147660940886,0.005066607613116503,0.7620189802255481,1.1691170644480735
50,0.4285821986850351,0.018374028615653515,0.7245684445369989,1.1715246718376875
51,0.38049569888971746,0.007044113706797361,0.5282899357844144,0.9158297483809292
52,0.3563643938396126,0.040998902870342135,0.6546363905072212,1.051999687217176
53,0.39059135410934687,0.01120273768901825,0.852859360165894,1.2546534519642591
54,0.3898910232819617,0.022534907096996903,0.6359750230330974,1.048400953412056
55,0.3700705165974796,0.022257078206166625,1.0233744329307228,1.415702027734369
56,0.35265265917405486,0.01243638782761991,0.7102455087006092,1.075334555702284
57,0.39181472710333765,0.003376990556716919,0.7472709217108786,1.1424626393709332
58,0.4028508292976767,0.0064582370687276125,1.0973378089256585,1.5066468752920628
59,0.3621603783685714,0.017631717026233673,0.8798353774473071,1.2596274728421122
60,0.4059397359378636,0.032689034938812256,0.5800393556710333,1.018668126547709
61,0.38463267614133656,0.02373140794225037,1.0310315054375678,1.4393955895211548
62,0.4118531171698123,0.020238501019775867,0.9821699245367199,1.414261542726308
63,0.38816152955405414,0.019116264767944813,1.0113488868810236,1.4186266812030226
64,0.40034201252274215,0.019785897340625525,0.8210143044125289,1.2411422142758965
65,0.37345977034419775,0.01475496357306838,0.582783599384129,0.9709983333013952
66,0.3922419520094991,0.009072440210729837,1.291956260567531,1.69327065278776
67,0.38381833280436695,0.01846795529127121,1.1369099663570523,1.5391962544526905
68,0.4081353594083339,0.004481085576117039,1.0631134018767625,1.4757298468612134
69,0.38316930923610926,0.041835717856884,1.005622596014291,1.4306276231072843
70,0.386318689212203,0.016792725771665573,0.8050906357821077,1.2082020507659763
71,0.4095792076550424,0.012913854792714119,1.2754050951916724,1.697898157639429
72,0.4026337426621467,0.007941260933876038,0.6339104757644236,1.0444854793604463
73,0.4051761203445494,0.008922225097194314,0.6632074841763824,1.0773058296181262
74,0.3669861110392958,0.01848943531513214,1.2595360975246876,1.6450116438791156
75,0.40350031154230237,0.009380307281389832,0.6330755413509905,1.0459561601746827
76,0.3828427498228848,0.014128424692898989,1.3534239816945046,1.7503951562102884
77,0.3790695301722735,0.029935600236058235,0.7676676132250577,1.1766727436333895
78,0.35921158269047737,0.0065043773502111435,1.3550283533986658,1.7207443134393543
79,0.4030607156455517,0.020778573118150234,0.5241997062694281,0.94803899503313
80,0.4130062717013061,0.01560308993794024,0.6458434530068189,1.0744528146460652
81,0.3957298274617642,0.016292510321363807,0.608536280458793,1.020558618241921
82,0.40335668297484517,0.01669934717938304,0.5883636674843729,1.008419697638601
83,0.40134590794332325,0.020508531481027603,0.8157674956601113,1.2376219350844622
84,0.37479538074694574,0.025036028353497386,1.043966966914013,1.4437983760144562
85,0.39366361661814153,0.003973850980401039,1.1058341523166746,1.5034716199152172
86,0.4072134734597057,0.013400169089436531,0.7986838547512889,1.2192974973004311
87,0.35236555337905884,0.043828769121319056,0.6260918469633907,1.0222861694637686
88,0.35946190264075994,0.016113952500745654,0.6712903925217688,1.0468662476632744
89,0.4212943690363318,0.012884338852018118,0.6461143910419196,1.0802930989302695
90,0.4000470128376037,0.010798971867188811,0.8212763951160014,1.2321223798207939
91,0.396138510433957,0.01582768722437322,0.8291802580934018,1.241146455751732
92,0.40941007412038743,0.015909946989268064,0.5200400969479233,0.9453601180575788
93,0.39932071580551565,0.01844011014327407,1.2030749982222915,1.6208358241710812
94,0.3865052657201886,0.0119629199616611,0.9589487679768354,1.357416953658685
95,0.4095273546408862,0.0065564848482608795,0.7509404707234353,1.1670243102125823
96,0.4068110273219645,0.03240465302951634,0.9756930246949196,1.4149087050464004
97,0.3959540631622076,0.023950847098603845,0.9963202713988721,1.4162251816596836
98,0.3770184388849884,0.02616194565780461,0.6544506254140288,1.0576310099568218
99,0.4092276720330119,0.015641421312466264,0.6586992044467479,1.083568297792226
100,0.37338872137479484,0.013950212160125375,1.0200722531881183,1.4074111867230386
