sample,lambda_1,lambda_2,lambda_3,KS
1,0.3486583880148828,0.023543722927570343,0.7939245053566992,1.1661266162991524
2,0.4310344697441906,0.00868627242743969,0.7106789860408753,1.1503997282125056
3,0.4055632050149143,0.024825511034578085,0.636818771250546,1.0672074873000383
4,0.3780317334458232,0.01716217608191073,1.4841267752926797,1.8793206848204136
5,0.3985015694051981,0.016373580554500222,0.6345317999366671,1.0494069498963654
6,0.3959377696737647,0.015110574197024107,0.622947697294876,1.0339960411656648
7,0.3731747893616557,0.021871204487979412,1.0437683875206858,1.438814381370321
8,0.40224308357574046,0.013972975546494126,0.6713053237181157,1.0875213828403503
9,0.3898182266857475,0.01698021893389523,0.5953237905632704,1.0021222361829132
10,0.4183905541431159,0.018380994675680995,1.1369466891046613,1.5737182379234582
11,0.37435593525879085,0.013127227313816547,1.2731421126518399,1.6606252752244473
12,0.39920255169272423,0.02809991082176566,0.938695503398776,1.365997965913266
13,0.3954502351116389,0.027619153959676623,0.713505562627688,1.1365749516990036
14,0.39320503966882825,0.029608030570670962,0.6050307385157794,1.0278438087552786
15,0.40090438700281084,0.02400737931020558,1.1640671915374696,1.588978957850486
16,0.3904709352646023,0.0164687258657068,0.6866587805561721,1.0935984416864812
17,0.407590240938589,0.010333365062251687,0.6554046396631747,1.0733282456640154
18,0.3413237305358052,0.03679069527424872,0.6751464086119086,1.0532608344219625
19,0.39881887938827276,0.015807111747562885,0.7020944615360349,1.1167204526718706
20,0.36711491853930056,0.010670020477846265,0.8044336205348372,1.182218559551984
21,0.3830649582669139,0.0304427077062428,0.6900369361974299,1.1035446021705866
22,0.39236879209056497,0.016290606930851936,0.4950795602053404,0.9037389592267573
23,0.36872221482917666,0.02227535773999989,0.7246765210293233,1.1156740935985
24,0.38361479295417666,0.009245624532923102,0.6366067067719996,1.0294671242590994
25,0.3917247534263879,0.02882013120688498,0.7331643013749272,1.1537091860082
26,0.39695385354571044,0.022316095884889364,1.0634322946425527,1.4827022440731525
27,0.36591212055645883,0.007311491295695305,1.3084789048880339,1.681702516740188
28,0.37738821073435247,0.018691981211304665,0.6098242069128901,1.0059043988585472
29,0.3861576074268669,0.031245129881426692,0.6495005574543029,1.0669032947625965
30,0.41620839200913906,0.02035503159277141,0.8031901526264846,1.239753576228395
31,0.38233227492310107,0.023931574309244752,0.6807047668844461,1.086968616116792
32,0.3903276880737394,0.014953115489333868,0.5595317338593304,0.9648125374224037
33,0.39457119605503976,0.013551442418247461,0.8748322061728686,1.2829548446461558
34,0.38608772517181933,0.019530399702489376,0.7173118982464075,1.1229300231207162
35,0.4088834086433053,0.0050348700024187565,0.8254576665349305,1.2393759451806545
36,0.39336023572832346,0.019947267370298505,0.8942734927404672,1.3075809958390892
37,0.37610463169403374,0.025119583355262876,0.5921973444055766,0.9934215594548732
38,0.40423118439503014,0.013422155752778053,0.6916546248830855,1.1093079650308937
39,0.39878462301567197,0.01219714293256402,0.742430335143581,1.153412101091817
40,0.4287985584232956,0.01667536492459476,0.6471879919990897,1.09266191534698
41,0.38839404401369393,0.01692824438214302,0.7443867162801325,1.1497090046759695
42,0.3975511104799807,0.01668910006992519,0.7831218843348324,1.1973620948847383
43,0.3876695323269814,0.010028102668002248,1.1467738875653595,1.5444715225603431
44,0.3846114482730627,0.024115954525768757,0.620344502851367,1.0290719056501985
