sample,lambda_1,lambda_2,lambda_3,KS
58,0.41354821948334575,0.007325091632083058,0.71939668036066,1.1402699914760888
59,0.39664219808764756,0.0027713782619684935,0.9552451975177974,1.3546587738674134
60,0.40859970240853727,0.004766547121107578,0.8091988363303244,1.2225650858599693
61,0.40146268671378493,0.013687103986740112,0.7383548130746931,1.1535046037752181
62,0.40147104673087597,0.00562884216196835,0.5940667840186507,1.001166672911495
63,0.4110770064871758,0.009728507371619344,0.6882579813245684,1.1090634951833636
64,0.41860950854606926,0.007249773247167468,0.9032198579516262,1.329079139744863
65,0.39529442111961544,0.003776380093768239,0.7128050879109651,1.1118758891243488
66,0.4183588663581759,0.006488060345873237,0.6939801769331098,1.1188271036371589
67,0.3952001004945487,0.005735072772949934,0.9970914430450648,1.3980266163125634
68,0.4040369607973844,0.0066060880199074745,0.7779599877540022,1.188603036571294
69,0.41374373552389443,0.006023415829986334,0.7498001221101731,1.1695672734640539
70,0.41457601985894144,0.008505679201334715,1.0351421190425754,1.4582238181028515
71,0.4061654508113861,0.008371392264962196,0.7036071321927011,1.1181439752690494
72,0.41245584608986974,0.007011987268924713,0.898893081350252,1.3183609147090465
73,0.3857605594675988,0.008314796723425388,0.9216542891226709,1.315729645313695
74,0.4149109770078212,0.00946571840904653,0.8696344930212945,1.2940111884381622
75,0.40219095326028764,0.007146055111661553,1.224090471630916,1.6334274800028652
76,0.39466820657253265,0.0051912732888013124,0.9588150847703218,1.3586745646316558
77,0.4188494351692498,0.00896426266990602,0.725860016187653,1.1536737140268087
78,0.41423956165090203,0.009354101261124015,0.9671736625023186,1.3907673254143447
79,0.403360927477479,0.0059137234929949045,1.2993839913979173,1.7086586423683912
80,0.41953204828314483,0.006028110859915614,0.948408227879554,1.3739683870226145
81,0.4099759312812239,0.007789513096213341,0.8036744305863976,1.2214398749638349
82,0.39849285082891583,0.0061432733200490475,0.8418054990470409,1.2464416231960058
83,0.40843555610626936,0.00564810330979526,1.0446521758567542,1.4587358352728188
84,0.39396194159053266,0.007255580276250839,0.756388500565663,1.1576060224324465
85,0.42209798004478216,0.008590168319642544,0.7910945566836745,1.2217827050480992
86,0.41110932803712785,0.010442198719829321,0.6685898748692125,1.0901414016261697
87,0.39658081298694015,0.007439912064000964,0.7894135566893965,1.1934342817403376
88,0.39718720433302224,0.007433250546455383,1.2611817235592753,1.665802178438753
89,0.395075709791854,0.008846665034070611,0.9294987877365202,1.3334211625624448
90,0.4033302296884358,0.002330167219042778,1.486250923248008,1.8919113201554865
91,0.401461225701496,0.006485447753220797,0.9221277325414121,1.330074405996129
92,0.40393251460045576,0.00499917846173048,0.864182487828657,1.2731141808908433
93,0.4049867079593241,0.006565285846590996,0.607337212190032,1.0188892059959471
94,0.3982516289688647,0.009404084412381053,0.8352135326713324,1.242869246052578
95,0.4021212016232312,0.012507344130426645,0.7478772627655417,1.1625058085191995
96,0.4029373172670603,0.002225724747404456,1.550592963816598,1.9557560058310628
97,0.4126804487314075,0.004814425250515342,0.9226445134263486,1.3401393874082714
98,0.4131207913160324,0.0030585925560444593,1.217350446851924,1.633529830724001
99,0.4104333450086415,0.008527300553396344,1.0676750729326159,1.4866357184946537
100,0.41665252461098135,0.003877414623275399,0.9154241241049021,1.335954063339159
