sample,lambda_1,lambda_2,lambda_3,KS
36,0.3895019697956741,0.015993605135008693,0.6633581779897213,1.068853752920404
37,0.36885111895389855,0.013968953397125006,0.6991142076440156,1.081934279995039
38,0.41706602252088487,0.005445973249152303,0.9932537637650967,1.4157657595351338
39,0.3822360564954579,0.013200989924371243,0.7199565190821886,1.1153935655020177
40,0.40216211578808725,0.0058017142582684755,0.7710270155221224,1.178990845568478
41,0.4088973943144083,0.007970898877829313,1.1134301852434874,1.530298478435725
42,0.41055322298780084,0.021387681597843766,0.7835474601015449,1.2154883646871895
43,0.4177079959772527,0.014632592909038067,0.6969658527523279,1.1293064416386187
44,0.40786644793115556,0.011666376842185855,0.71889913151972,1.1384319562930614
45,0.3929604624863714,0.00567312934435904,1.5655861152336001,1.9642197070643306
46,0.40607989276759326,0.007489395793527365,0.9487028105650097,1.3622720991261303
47,0.402714038034901,0.0016516665928065777,1.707036144565791,2.1114018491934985
48,0.4077934706583619,0.00812557595781982,0.6995580624789,1.1154771090950817
49,0.4058639854192734,0.013486448442563415,0.8877470288425684,1.3070974627044052
50,0.3980982839129865,0.013914534356445074,0.7027475873474032,1.1147604056168348
51,0.38389157224446535,0.019848755560815334,0.848376848269254,1.2521171760745347
52,0.3906402615830302,0.014194147661328316,0.7484269505366683,1.1532613597810268
53,0.39723813417367637,0.0054753730073571205,1.3816508981399238,1.7843644053209573
54,0.4060606835409999,0.007297642063349485,0.8793032853864133,1.2926616109907627
55,0.40975402062758803,0.007284484338015318,0.7081197369843721,1.1251582419499755
56,0.41285854717716575,0.007415145635604858,0.6705300470348448,1.0908037398476154
57,0.38672770373523235,0.009830416180193424,1.1942786751314998,1.5908367950469255
58,0.40733655355870724,0.0027595863211899996,1.5970665980130434,2.0071627378929406
59,0.41167358914390206,0.011066799750551581,0.6224627308547497,1.0452031197492033
60,0.3940155308227986,0.01352950488217175,0.7451904641930014,1.1527354998979717
61,0.4025772453751415,0.016970552504062653,0.7589849478099495,1.1785327456891537
62,0.41273297532461584,0.018544320482760668,0.6201885200571269,1.0514658158645034
63,0.41469730669632554,0.007500924868509173,0.8434932625386864,1.265691494103521
64,0.40321387187577784,0.006638695253059268,0.9230467558372766,1.3328993229661137
65,0.416547566652298,0.005436340346932411,1.678687344538048,2.1006712515372783
66,0.3986379192210734,0.006858480395749211,1.3092589755542576,1.7147553751710802
67,0.39723588479682803,0.004730738932266831,1.0185662570875138,1.4205328808166087
68,0.3995949679519981,0.008817324414849281,0.9555079925339669,1.3639202849008143
69,0.3908095289953053,0.010138032725080848,0.886016669915989,1.2869642316363752
70,0.4190700331237167,0.003743588225916028,1.1315797357819974,1.5543933571316302
71,0.4085044290404767,0.00645081396214664,0.8394887153990567,1.25444395840168
72,0.40540116047486663,0.008443558122962713,0.6171580373775214,1.0310027559753507
73,0.3952889167703688,0.010573990643024445,0.6713291448540986,1.0771920522674918
74,0.40366304386407137,0.020357886096462607,1.003840483026579,1.427861412987113
75,0.4204634241759777,0.009600438177585602,1.1111192347016186,1.5411830970551819
76,0.3674497331958264,0.013369099935516715,1.1394564749207348,1.520275308052078
77,0.4140352790709585,0.007593774236738682,0.8144405249040574,1.2360695782117546
78,0.401001094840467,0.013069110922515392,0.6043149083852768,1.0183851141482592
79,0.4105311508756131,0.0030453226063400507,0.9959592495579273,1.4095357230398804
80,0.41890708333812654,0.002197964582592249,1.59084914624691,2.011954194167629
81,0.3917354429140687,0.01164527446962893,0.942232240922749,1.3456129583064467
82,0.38937535462900996,0.01431729574687779,0.6266780216246843,1.030370672000572
83,0.39989563333801925,0.018794933101162314,0.8239528515841812,1.2426434180233628
84,0.3970023647416383,0.01374172605574131,0.7058443818241358,1.1165884726215154
85,0.4093777702655643,0.012848909245803952,0.686933514662087,1.1091601941734552
86,0.3874626907054335,0.008379939943552017,0.7007602786179632,1.0966029092669487
87,0.4149119060020894,0.014550830470398068,1.1492970103863627,1.5787597468588501
88,0.39600778743624687,0.01583589194342494,0.8625941649079323,1.274437844287604
89,0.41090976679697633,0.008406012551859021,1.1095141717232764,1.5288299510721117
90,0.4061570761259645,0.005001382436603308,1.1191381246317178,1.5302965831942856
91,0.3933065349701792,0.007571423891931772,1.1360529696103185,1.5369309284724295
92,0.4175142727326602,0.007405490381643176,0.9466473052743822,1.3715670683886856
93,0.39914946141652763,0.008246805286034942,0.7580033401027322,1.1653996068052948
94,0.4134466394316405,0.005582210840657353,0.761173302307725,1.1802021525800228
95,0.40848651621490717,0.013982407283037901,0.7468566556926817,1.1693255791906267
96,0.4239358175545931,0.009514427976682782,1.0252297334372997,1.4586799789685756
97,0.4031260337214917,0.011180100496858358,0.6620874798391014,1.0763936140574515
98,0.40279078017920256,0.01177839352749288,0.7613816501107067,1.1759508238174021
99,0.40873490460217,0.01110215880908072,0.8273733684327453,1.247210431843996
100,0.3946390792261809,0.00947111495770514,0.9295465277973562,1.3336567219812423
